,level_0,index,pl_name,planet_status,pl_massj,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,pl_radj,radius_error_min,radius_error_max,pl_orbper,orbital_period_error_min,orbital_period_error_max,pl_orbsmax,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,sy_vmag,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,st_mass,star_mass_error_min,star_mass_error_max,st_rad,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,st_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_tefferr1,st_tefferr2,st_tefflim,st_raderr1,st_raderr2,st_radlim,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,decstr,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,_merge
355,551,551,WASP-81 b,Confirmed,0.729,0.035,0.036,,,,1.429,0.046,0.051,2.7164762,2.3e-06,2.3e-06,0.03908,0.00072,0.0007,0.0,0.0,0.066,88.69,0.092,0.088,,2016.0,2016-12-27,,,,,,,,,,2456195.57462,0.0002,0.00023,,,,,,,,,,,,,100.8,3.3,3.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,WASP-81 ,304.207875017,3.2940833476,,,,,10.892,410.0,70.0,70.0,-0.36,0.14,0.14,1.08,0.058,0.059,1.283,0.037,0.04,G1,,,,5870.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
356,552,552,WASP-82 b,Confirmed,1.24,0.04,0.04,,,,1.67,0.05,0.07,2.705782,3e-06,3e-06,0.0447,0.0007,0.0007,0.0,,,87.9,1.9,1.4,,2013.0,2014-05-28,,,,,,,,,,2456157.9898,0.0005,0.0005,,,,,,,,,,,,,,,,2190.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-82,72.6625,1.8939,10.1,,,,,200.0,30.0,30.0,0.12,0.11,0.11,1.63,0.08,0.08,2.18,0.08,0.08,F5,,,,6500.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
357,553,553,WASP-83 b,Confirmed,0.3,0.03,0.03,0.3,0.03,0.03,1.04,0.05,0.08,4.071252,1.5e-05,1.5e-05,0.059,0.001,0.001,0.0,,,88.9,0.7,0.7,,2014.0,2015-07-27,,,,,,,,,,2455928.8853,0.0004,0.0004,,,,,,,0.23,0.15,0.15,,,,32.9,3.0,3.0,1120.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-83,190.154166679,-19.284166673,12.9,,,,,300.0,50.0,50.0,0.29,0.12,0.12,1.11,0.09,0.09,1.05,0.06,0.04,G8,5.0,0.0,7.0,5480.0,110.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
358,554,554,WASP-84 b,Confirmed,0.694,0.028,0.028,0.694,0.028,0.028,0.942,0.022,0.022,8.5234865,7e-06,7e-06,0.0771,0.0012,0.0012,0.0,,,88.368,0.05,0.05,,2013.0,2015-02-16,,,,,,,,,,2456286.10583,9e-05,9e-05,,,,359.7,1.7,1.7,0.632,,,,,,,,,797.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-84,131.1083,1.8433,,,,,,120.0,50.0,50.0,0.0,0.1,0.1,0.842,0.037,0.037,0.748,0.015,0.015,K0,1.0,,,5314.0,88.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
359,555,555,WASP-85 A b,Confirmed,1.265,0.065,0.065,1.265,0.065,0.065,1.24,0.03,0.03,2.6556777,4.4e-07,4.4e-07,0.039,0.001,0.001,0.0,,,89.69,0.03,0.11,,2016.0,2021-02-05,,,,,,,2456847.472856,1.4e-05,1.4e-05,2456847.47286,1.4e-05,1.4e-05,,,,,,,0.047,0.018,0.005,,,,,,,1452.0,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,"WASP-85 b, EPIC 201862715.01, K2-94 b",,WASP-85,175.908333346,6.563611133,11.2,,,,,,,,,,,1.09,0.08,0.08,0.935,0.023,0.023,G8,,,,6112.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
360,558,558,WASP-89 b,Confirmed,5.9,0.4,0.4,5.9,0.4,0.4,1.04,0.04,0.04,3.3564227,2.5e-06,2.5e-06,0.0427,0.0012,0.0012,0.193,0.009,0.009,89.4,0.5,0.5,,2014.0,2015-04-06,28.0,4.0,4.0,,,,,,,2456207.02114,0.00012,0.00012,,,,,,,0.1,0.08,0.08,,,,848.0,13.0,13.0,1120.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-89,313.900000012,-18.971111134,13.1,,,,,,,,0.15,0.14,0.14,0.92,0.08,0.08,0.88,0.03,0.03,K3,1.3,1.5,0.8,4955.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
361,559,559,WASP-90 b,Confirmed,0.63,0.07,0.07,,,,1.63,0.09,0.09,3.916243,3e-06,3e-06,0.0562,0.0012,0.0012,0.0,0.0,0.5,82.1,0.04,0.04,,2013.0,2014-05-21,,,,,,,,,,2456235.5639,0.0005,0.0005,,,,,,,,,,,,,,,,1840.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-90,315.5333,7.0567,11.7,,,,,340.0,60.0,60.0,0.11,0.14,0.14,1.55,0.1,0.1,1.98,0.09,0.09,F6,,,,6430.0,130.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
362,561,561,WASP-92 b,Confirmed,0.805,0.068,0.068,,,,1.461,0.077,0.077,2.1746742,1.6e-06,1.6e-06,0.0348,0.00036,0.00036,0.0,,,83.75,0.69,0.69,,2016.0,2017-06-25,,,,,,,,,,2456381.2834,0.00027,0.00027,,,,,,,0.608,0.043,0.043,,,,111.6,9.0,9.0,1871.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-92,246.692000015,51.0411666736,13.18,,,,,530.0,90.0,90.0,0.0,0.14,0.14,1.19,0.037,0.037,1.341,0.058,0.058,F7,,,,6280.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
363,562,562,WASP-93 b,Confirmed,1.47,0.029,0.029,,,,1.597,0.077,0.077,2.7325321,2e-06,2e-06,0.04211,0.00035,0.00035,,,,81.18,0.29,0.29,,2016.0,2016-08-07,,,,,,,,,,2456079.5642,0.00045,0.00045,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-93,9.45833335,51.288888899,10.97,,,,,250.0,60.0,60.0,0.07,0.17,0.17,1.3,0.11,0.11,1.06,0.26,0.26,F4,,,,6700.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
364,569,569,WD 1856+534 b,Confirmed,,,,,,,0.928,0.09,0.09,1.4079405,1.1e-06,1.1e-06,0.0204,0.0012,0.0012,0.0,,,88.778,0.059,0.059,,2020.0,2020-09-25,,,,,,,,,,2458779.37508,3.4e-06,3.4e-06,,,,,,,,,,,,,,,,163.0,18.0,18.0,,,,,,,Announced on a website,Primary Transit,,Primary Transit,TOI 1690.01,,WD 1856+534,284.412500013,53.509166684,16.0,,,,,24.75,0.04,0.04,,,,,,,,,,WD,,,,,,,,,"LP 141-14, TIC 267574918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
365,570,570,WTS-1 b,Confirmed,4.01,0.35,0.35,,,,1.49,0.18,0.16,3.352059,1.4e-05,1.4e-05,0.047,0.001,0.001,0.1,0.1,0.0,85.5,0.7,1.0,,2012.0,2014-05-28,,,,,,,,,,2454318.7472,0.0043,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WTS-1,293.9917,36.2903,16.3,,,,,3200.0,900.0,400.0,-0.25,0.25,0.25,1.2,0.1,0.1,1.15,0.12,0.12,,2.5,2.0,2.0,6250.0,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
366,571,571,WTS-2 b,Confirmed,1.12,0.13,0.13,,,,1.3,0.058,0.058,1.0187074,7e-06,7e-06,0.01855,0.00062,0.00062,0.0,,,83.43,0.53,0.53,,2013.0,2014-02-28,,,,,,,,,,2454317.81264,0.0007,0.0007,,,,,,,,,,,,,,,,2000.0,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WTS-2,293.733333352,36.815555584,,,,,,1000.0,,,0.2,0.3,0.3,0.82,0.082,0.082,0.761,0.033,0.033,K3V,0.6,,,5000.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
367,572,572,Wendelstein-1 b,Confirmed,0.59,0.09,0.1,,,,1.0,0.1,0.1,2.663416,1e-06,1e-06,0.0282,0.0015,0.0015,0.012,0.012,0.0,86.12,0.39,0.43,,2020.0,2020-05-30,,,,,,,,,,2455367.73846,1.4e-05,1.4e-05,,,,,,,,,,,,,115.56,32.59,32.59,1884.0,1884.0,0.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Wendelstein-1,299.050000004,17.570000014,16.0,,,,,304.0,4.0,4.0,,,,0.65,0.1,0.1,0.61,0.09,0.09,,,,,4125.0,210.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
368,573,573,Wendelstein-2 b,Confirmed,0.73,0.32,0.55,,,,1.0,0.003,0.003,1.7522239,8e-07,8e-07,0.0234,0.0015,0.0015,0.193,0.193,0.0,87.87,1.0,1.0,,2020.0,2020-06-01,,,,,,,,,,2455679.2544,1.3e-05,1.3e-05,,,,,,,,,,,,,155.584,662158.0,662158.0,,2158.0,0.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,Wendelstein-2,297.79166667,16.912500028,17.0,,,,,575.0,6.0,6.0,,,,0.73,0.11,0.11,0.66,0.1,0.1,,,,,4667.0,238.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
369,574,574,XO-1 b,Confirmed,0.9,0.07,0.07,,,,1.184,0.04,0.04,3.9415128,2.8e-06,2.8e-06,0.0488,0.0005,0.0005,0.0,,,89.31,0.5,0.5,0.000244,2006.0,2015-04-30,,,,,,,,,,2453808.91682,0.00013,0.00013,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"C, O I",XO-1,240.55,28.1697222,11.3,,,,,200.0,20.0,20.0,,,,1.0,0.03,0.03,0.928,0.03,0.03,G1V,4.5,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
370,575,575,XO-2N b,Confirmed,0.62,0.02,0.02,,,,0.973,0.03,0.03,2.615838,8e-06,8e-06,0.0369,0.002,0.002,0.045,0.024,0.024,88.7,1.3,1.3,0.000248,2007.0,2015-02-13,,,,,,,,,,2454147.74902,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,"K, Na",XO-2N,117.0291667,50.2258333,11.18,,,,,149.0,4.0,4.0,0.45,0.02,0.02,0.98,0.02,0.02,0.964,0.02,0.02,K0V,2.0,,,5340.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
371,576,576,XO-3 b,Confirmed,11.79,0.59,0.59,,,,1.217,0.073,0.073,3.1915239,0.00023,0.00023,0.0454,0.00082,0.00082,0.26,0.017,0.017,84.2,0.54,0.54,0.000175,2007.0,2013-05-31,345.8,7.3,7.3,2454024.84,0.02,0.02,,,,2454449.86816,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,XO-3,65.4708333,57.8169444,9.8,9.28,9.01,8.85,8.79,260.0,23.0,23.0,-0.08,0.04,0.04,1.41,0.08,0.08,1.49,0.08,0.08,F5V,2.82,0.82,0.82,6781.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
372,577,577,XO-4 b,Confirmed,1.616,0.1,0.101,1.615,0.1,0.1,1.317,0.029,0.04,4.12473,0.00047,0.00061,0.05485,0.00042,0.00042,0.0,,,88.47,0.81,0.58,0.000189,2008.0,2019-06-13,,,,,,,,,,2454485.93307,0.00036,0.00036,,,,320.0,7.5,8.8,0.205,0.076,0.1,,,,172.0,10.0,10.0,1641.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,XO-4,110.3875,58.2680556,10.7,,9.67,9.48,9.41,293.0,19.0,19.0,-0.04,0.03,0.03,1.32,0.02,0.02,1.55,0.05,0.05,F5V,2.1,0.6,0.6,5700.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
373,578,578,XO-5 b,Confirmed,1.077,0.037,0.037,,,,1.03,0.05,0.05,4.1877537,1.7e-06,1.7e-06,0.0487,0.0006,0.0006,0.0,,,86.8,0.4,0.4,0.000191,2008.0,2012-09-20,,,,,,,,,,2454485.6642,0.00028,0.00028,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,XO-5,116.7166667,39.0947222,12.13,,10.77,10.44,,255.0,13.0,13.0,0.18,0.03,0.03,0.88,0.03,0.03,1.06,0.05,0.05,G8V,8.5,0.8,0.8,5510.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
374,579,579,XO-6 b,Confirmed,1.9,0.5,0.5,,,,2.07,0.22,0.22,3.7650007,8.1e-06,8.1e-06,0.0815,0.0077,0.0077,0.0,,,86.0,0.2,0.2,,2016.0,2016-12-09,,,,,,,,,,2456652.71245,0.00055,0.00055,,,,339.3,2.3,2.3,0.633,0.034,0.034,,,,200.0,70.0,70.0,1577.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,XO-6,94.79166667,73.827777803,10.25,,,,,86.0,31.0,79.0,-0.07,0.1,0.1,1.47,0.06,0.06,1.93,0.18,0.18,F5,1.88,0.2,0.9,6720.0,100.0,100.0,,,TYC 4357-995-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
375,580,580,XO-7 b,Confirmed,0.709,0.034,0.034,,,,1.373,0.026,0.026,2.8641424,4.3e-06,4.3e-06,0.04421,0.00062,0.00062,0.038,0.033,0.033,83.45,0.29,0.29,,2019.0,2019-12-24,,,,,,,,,,2457917.47503,0.00045,0.00045,,,,,,,0.709,0.023,0.023,,,,80.5,3.2,3.2,1743.0,23.0,23.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,TOI-1612.01,,XO-7,277.229166685,85.233333338,10.5,,,,,234.1,1.2,1.2,0.432,0.057,0.057,1.405,0.059,0.059,1.48,0.022,0.022,GOV,1.18,0.71,0.98,6250.0,100.0,100.0,,,BD+85 317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
376,581,581,ZTF J0038+2030 b,Confirmed,59.3,3.9,3.6,,,,0.783,0.011,0.013,0.4319208,1.4e-06,1.4e-06,0.0092,0.0001,0.0001,,,,89.71,0.13,0.13,,2021.0,2021-05-19,,,,,,,,,,2459045.985194,2e-06,2e-06,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,ZTF J0038+2030,9.729166685,20.507222238,17.0,,,,,138.3,1.9,1.7,,,,0.505,0.024,0.018,0.01429,0.00017,0.00022,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
377,582,582,tau Boo A b,Confirmed,5.84,0.55,0.99,4.13,0.2,0.35,1.06,,,3.31249,3.12595e-05,3.12595e-05,0.046,,,0.0787,0.0246,0.0382,45.0,4.0,3.0,0.002949,1996.0,2021-05-25,218.4,25.0,25.0,2450529.2,,,,,,,,,,,,,,,,,,2450234.59,0.2,0.2,469.59,14.86,14.86,,,,,,,,,,Published in a refereed paper,Radial Velocity,,Theoretical,tau Boo b,H2O,tau Boo A,206.8208333,17.4561111,4.5,,,,,15.6,0.05,0.05,0.28,,,1.3,,,1.331,0.027,0.027,F7 V,2.52,,,6309.0,,,,,tau Boo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
